locus_tag	ftype	length_bp	gene	EC_number	COG	product
IEKICEID_00741	CDS	564	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
IEKICEID_00742	CDS	1575	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
IEKICEID_00743	CDS	546				hypothetical protein
IEKICEID_00744	CDS	606				hypothetical protein
IEKICEID_00745	CDS	978				hypothetical protein
IEKICEID_00746	CDS	1032	xecA1	4.4.1.23		2-hydroxypropyl-CoM lyase
IEKICEID_00747	CDS	348				hypothetical protein
IEKICEID_00748	CDS	1266		3.4.11.18		Methionine aminopeptidase 1, mitochondrial
IEKICEID_00749	CDS	678	cecR_1		COG1309	HTH-type transcriptional dual regulator CecR
IEKICEID_00750	CDS	582				hypothetical protein
IEKICEID_00751	CDS	1488	gabR_2		COG1167	HTH-type transcriptional regulatory protein GabR
IEKICEID_00752	CDS	459				hypothetical protein
IEKICEID_00753	CDS	549		3.2.2.-	COG3236	N-glycosidase
IEKICEID_00754	CDS	723	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
IEKICEID_00755	CDS	765	artQ_1		COG0765	Arginine transport system permease protein ArtQ
IEKICEID_00756	CDS	768	glnH		COG0834	Glutamine-binding periplasmic protein
IEKICEID_00757	CDS	492				hypothetical protein
IEKICEID_00758	CDS	402				hypothetical protein
IEKICEID_00759	CDS	1509	amn	3.2.2.4	COG0775	AMP nucleosidase
IEKICEID_00760	CDS	528				hypothetical protein
IEKICEID_00761	CDS	423	cueR_1		COG0789	HTH-type transcriptional regulator CueR
IEKICEID_00762	CDS	960	accA_1	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IEKICEID_00763	CDS	891	dmlR_2			HTH-type transcriptional regulator DmlR
IEKICEID_00764	CDS	459				hypothetical protein
IEKICEID_00765	CDS	462				hypothetical protein
IEKICEID_00766	CDS	468				hypothetical protein
IEKICEID_00767	CDS	315				hypothetical protein
IEKICEID_00768	CDS	702				hypothetical protein
IEKICEID_00769	CDS	855	rhaR			HTH-type transcriptional activator RhaR
IEKICEID_00770	CDS	642	leuE_2		COG1280	Leucine efflux protein
IEKICEID_00771	CDS	459				hypothetical protein
IEKICEID_00772	CDS	885				hypothetical protein
IEKICEID_00773	CDS	336				hypothetical protein
IEKICEID_00774	CDS	993	lysN_1	2.6.1.39	COG1167	2-aminoadipate transaminase
IEKICEID_00775	CDS	387				hypothetical protein
IEKICEID_00776	CDS	474				hypothetical protein
IEKICEID_00777	CDS	615	rhtC_1		COG1280	Threonine efflux protein
IEKICEID_00778	CDS	885	trpI			HTH-type transcriptional regulator TrpI
IEKICEID_00779	CDS	1104	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
IEKICEID_00780	CDS	552				hypothetical protein
IEKICEID_00781	CDS	774				hypothetical protein
IEKICEID_00782	CDS	1101	dadA_2	1.4.99.-		D-amino acid dehydrogenase
IEKICEID_00783	CDS	1161	ybjJ_2			Inner membrane protein YbjJ
IEKICEID_00784	CDS	801	hisN_1	3.1.3.15	COG0483	Histidinol-phosphatase
IEKICEID_00785	CDS	771	glpR_2		COG1349	Glycerol-3-phosphate regulon repressor
IEKICEID_00786	CDS	921				hypothetical protein
IEKICEID_00787	CDS	600				hypothetical protein
IEKICEID_00788	CDS	783				hypothetical protein
IEKICEID_00789	CDS	330				hypothetical protein
IEKICEID_00790	CDS	870	cmpR_1			HTH-type transcriptional activator CmpR
IEKICEID_00791	CDS	906				hypothetical protein
IEKICEID_00792	CDS	867				hypothetical protein
IEKICEID_00793	CDS	522				hypothetical protein
IEKICEID_00794	CDS	990	dcyD_1	4.4.1.15	COG2515	D-cysteine desulfhydrase
IEKICEID_00795	CDS	1428				hypothetical protein
IEKICEID_00796	CDS	543				hypothetical protein
IEKICEID_00797	CDS	855				hypothetical protein
IEKICEID_00798	CDS	957	dmlR_3			HTH-type transcriptional regulator DmlR
IEKICEID_00799	CDS	1179	ydhP		COG2814	Inner membrane transport protein YdhP
IEKICEID_00800	CDS	1080	ada		COG0350	Bifunctional transcriptional activator/DNA repair enzyme Ada
IEKICEID_00801	CDS	138				hypothetical protein
IEKICEID_00802	CDS	1410	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
IEKICEID_00803	CDS	1248	xapB_1			Xanthosine permease
IEKICEID_00804	CDS	1140	ymfD			Bacillibactin exporter
IEKICEID_00805	CDS	1191	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
IEKICEID_00806	CDS	1158	yqhD	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
IEKICEID_00807	CDS	774	ndhI	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
IEKICEID_00808	CDS	879	rdmC	3.1.1.95		Aclacinomycin methylesterase RdmC
IEKICEID_00809	CDS	1185	nepI_2		COG2814	Purine ribonucleoside efflux pump NepI
IEKICEID_00810	CDS	924	dmlR_4			HTH-type transcriptional regulator DmlR
IEKICEID_00811	CDS	537				hypothetical protein
IEKICEID_00812	CDS	630	dauR_1		COG2964	Transcriptional regulator DauR
IEKICEID_00813	CDS	966	thadh	4.3.1.16		L-threo-3-hydroxyaspartate ammonia-lyase
IEKICEID_00814	CDS	390	yabJ_1	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
IEKICEID_00815	CDS	3735				hypothetical protein
IEKICEID_00816	CDS	1110	yehL		COG0714	putative protein YehL
IEKICEID_00817	CDS	2547				hypothetical protein
IEKICEID_00818	CDS	1155				hypothetical protein
IEKICEID_00819	CDS	2043				hypothetical protein
IEKICEID_00820	CDS	492				hypothetical protein
IEKICEID_00821	CDS	873				hypothetical protein
IEKICEID_00822	CDS	636	alkB	1.14.11.33	COG3145	Alpha-ketoglutarate-dependent dioxygenase AlkB
IEKICEID_00823	CDS	1026	ltaE	4.1.2.48		Low specificity L-threonine aldolase
IEKICEID_00824	CDS	588				hypothetical protein
IEKICEID_00825	CDS	1218				hypothetical protein
IEKICEID_00826	CDS	492				hypothetical protein
IEKICEID_00827	CDS	465				hypothetical protein
IEKICEID_00828	CDS	654	rhtC_2		COG1280	Threonine efflux protein
IEKICEID_00829	CDS	1089	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
IEKICEID_00830	CDS	264				hypothetical protein
IEKICEID_00831	CDS	534				hypothetical protein
IEKICEID_00832	CDS	921				hypothetical protein
IEKICEID_00833	CDS	516	yfcQ_1			putative fimbrial-like protein YfcQ
IEKICEID_00834	CDS	504				hypothetical protein
IEKICEID_00835	CDS	483				hypothetical protein
IEKICEID_00836	CDS	735	papD_2		COG3121	Chaperone protein PapD
IEKICEID_00837	CDS	2532	papC_2		COG3188	Outer membrane usher protein PapC
IEKICEID_00838	CDS	567	smfA_2			Fimbria A protein
IEKICEID_00839	CDS	261				hypothetical protein
IEKICEID_00840	CDS	1080				hypothetical protein
IEKICEID_00841	CDS	99				hypothetical protein
IEKICEID_00842	CDS	279				hypothetical protein
IEKICEID_00843	CDS	372				hypothetical protein
IEKICEID_00844	CDS	1122	roxA_1	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
IEKICEID_00845	CDS	1629				hypothetical protein
IEKICEID_00846	CDS	750	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
IEKICEID_00847	CDS	372				hypothetical protein
IEKICEID_00848	CDS	234				hypothetical protein
IEKICEID_00849	CDS	675	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
IEKICEID_00850	CDS	1212	mlc		COG1940	Protein mlc
IEKICEID_00851	CDS	930	benM_1			HTH-type transcriptional regulator BenM
IEKICEID_00852	CDS	1272	ynfM			Inner membrane transport protein YnfM
IEKICEID_00853	CDS	579	gbpA		COG3397	GlcNAc-binding protein A
IEKICEID_00854	CDS	918	tus			DNA replication terminus site-binding protein
IEKICEID_00855	CDS	1398	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
IEKICEID_00856	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
IEKICEID_00857	CDS	1647	ydgA		COG5339	Protein YdgA
IEKICEID_00858	CDS	1002	add_2	3.5.4.4	COG1816	Adenosine deaminase
IEKICEID_00859	CDS	975				hypothetical protein
IEKICEID_00860	CDS	1044	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
IEKICEID_00861	CDS	441	ydgK			Inner membrane protein YdgK
IEKICEID_00862	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
IEKICEID_00863	CDS	615	rsxB	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
IEKICEID_00864	CDS	2346	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
IEKICEID_00865	CDS	1086	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
IEKICEID_00866	CDS	630	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
IEKICEID_00867	CDS	717	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
IEKICEID_00868	CDS	642	nth	4.2.99.18	COG0177	Endonuclease III
IEKICEID_00869	CDS	1944	rnb	3.1.13.1	COG4776	Exoribonuclease 2
IEKICEID_00870	CDS	219	osmB			Osmotically-inducible lipoprotein B
IEKICEID_00871	CDS	333	higB-2		COG2026	Toxin HigB-2
IEKICEID_00872	CDS	285				hypothetical protein
IEKICEID_00873	CDS	327	yciH		COG0023	putative protein YciH
IEKICEID_00874	CDS	726	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
IEKICEID_00875	CDS	1173	lapB		COG2956	Lipopolysaccharide assembly protein B
IEKICEID_00876	CDS	318	lapA		COG3771	Lipopolysaccharide assembly protein A
IEKICEID_00877	CDS	723	pgpB	3.1.3.27	COG0671	Phosphatidylglycerophosphatase B
IEKICEID_00878	CDS	609	ribA	3.5.4.25	COG0807	GTP cyclohydrolase-2
IEKICEID_00879	CDS	978	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
IEKICEID_00880	CDS	444				hypothetical protein
IEKICEID_00881	CDS	2673	acnA	4.2.1.3	COG1048	Aconitate hydratase A
IEKICEID_00882	CDS	975	cysB_1			HTH-type transcriptional regulator CysB
IEKICEID_00883	CDS	2034	pepO	3.4.24.-	COG3590	Neutral endopeptidase
IEKICEID_00884	CDS	525	sodC1	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn] 1
IEKICEID_00885	CDS	483				hypothetical protein
IEKICEID_00886	CDS	180				hypothetical protein
IEKICEID_00887	CDS	2607	topA_1	5.6.2.1	COG0550	DNA topoisomerase 1
IEKICEID_00888	CDS	258	yciN			Protein YciN
IEKICEID_00889	CDS	1047	sohB	3.4.21.-	COG0616	putative protease SohB
IEKICEID_00890	CDS	765	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
IEKICEID_00891	CDS	591	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
IEKICEID_00892	CDS	2148				hypothetical protein
IEKICEID_00893	CDS	714	aphA	3.1.3.2		Class B acid phosphatase
IEKICEID_00894	CDS	918	rluB	5.4.99.22	COG1187	Ribosomal large subunit pseudouridine synthase B
IEKICEID_00895	CDS	621	yciO		COG0009	putative protein YciO
IEKICEID_00896	CDS	897	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
IEKICEID_00897	CDS	1575	trpE	4.1.3.27		Anthranilate synthase component 1
IEKICEID_00898	CDS	612	trpG_1	4.1.3.27		Anthranilate synthase component 2
IEKICEID_00899	CDS	1002	trpGD		COG0512	Bifunctional protein TrpGD
IEKICEID_00900	CDS	1377	trpC		COG0134	Tryptophan biosynthesis protein TrpCF
IEKICEID_00901	CDS	1191	trpB	4.2.1.20	COG0133	Tryptophan synthase beta chain
IEKICEID_00902	CDS	807	trpA	4.2.1.20	COG0159	Tryptophan synthase alpha chain
IEKICEID_00903	CDS	2154				hypothetical protein
IEKICEID_00904	CDS	1677	shlB			Hemolysin transporter protein ShlB
IEKICEID_00905	CDS	636	ompW		COG3047	Outer membrane protein W
IEKICEID_00906	CDS	753				hypothetical protein
IEKICEID_00907	CDS	1803			COG0659	putative sulfate transporter
IEKICEID_00908	CDS	558	yciB		COG2917	putative intracellular septation protein A
IEKICEID_00909	CDS	198				hypothetical protein
IEKICEID_00910	CDS	429		3.1.2.-	COG1607	putative acyl-CoA thioester hydrolase
IEKICEID_00911	CDS	720				hypothetical protein
IEKICEID_00912	CDS	174				hypothetical protein
IEKICEID_00913	CDS	1461	clsA	2.7.8.-	COG1502	Cardiolipin synthase A
IEKICEID_00914	CDS	333				hypothetical protein
IEKICEID_00915	CDS	1002	btuD_4	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IEKICEID_00916	CDS	990	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
IEKICEID_00917	CDS	909	oppC		COG1173	Oligopeptide transport system permease protein OppC
IEKICEID_00918	CDS	921	oppB		COG0601	Oligopeptide transport system permease protein OppB
IEKICEID_00919	CDS	1641	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
IEKICEID_00920	CDS	1602	oppA_2		COG4166	Periplasmic oligopeptide-binding protein
IEKICEID_00921	CDS	645				hypothetical protein
IEKICEID_00922	CDS	2706	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
IEKICEID_00923	CDS	630	tdk	2.7.1.21	COG1435	Thymidine kinase
IEKICEID_00924	CDS	411	hns			DNA-binding protein H-NS
IEKICEID_00925	CDS	921	galU	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
IEKICEID_00926	CDS	1011	rssB_1		COG0784	Regulator of RpoS
IEKICEID_00927	CDS	480				hypothetical protein
IEKICEID_00928	CDS	849	purU	3.5.1.10	COG0788	Formyltetrahydrofolate deformylase
IEKICEID_00929	tRNA	85				tRNA-Tyr(gta)
IEKICEID_00930	CDS	843				hypothetical protein
IEKICEID_00931	CDS	813	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
IEKICEID_00932	CDS	1920	topB	5.6.2.1	COG0550	DNA topoisomerase 3
IEKICEID_00933	CDS	1044	selD	2.7.9.3	COG0709	Selenide, water dikinase
IEKICEID_00934	CDS	552	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
IEKICEID_00935	CDS	1857	sppA	3.4.21.-	COG0616	Protease 4
IEKICEID_00936	CDS	1020	ansA	3.5.1.1	COG0252	L-asparaginase 1
IEKICEID_00937	CDS	627	pncA	3.5.1.19	COG1335	Nicotinamidase
IEKICEID_00938	CDS	306				hypothetical protein
IEKICEID_00939	CDS	414	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
IEKICEID_00940	CDS	996	gapA	1.2.1.12	COG0057	Glyceraldehyde-3-phosphate dehydrogenase A
IEKICEID_00941	CDS	882	yeaD	5.1.3.15	COG0676	Putative glucose-6-phosphate 1-epimerase
IEKICEID_00942	CDS	753	mipA		COG3713	MltA-interacting protein
IEKICEID_00943	CDS	1080	dadX	5.1.1.1	COG0787	Alanine racemase, catabolic
IEKICEID_00944	CDS	1302	dadA_3	1.4.99.-	COG0665	D-amino acid dehydrogenase
IEKICEID_00945	CDS	351				hypothetical protein
IEKICEID_00946	CDS	717	fadR		COG2186	Fatty acid metabolism regulator protein
IEKICEID_00947	CDS	1551	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
IEKICEID_00948	CDS	516	dsbB		COG1495	Disulfide bond formation protein B
IEKICEID_00949	CDS	2283	ydeP		COG0243	Protein YdeP
IEKICEID_00950	CDS	300				hypothetical protein
IEKICEID_00951	CDS	333	emrE_1		COG2076	Multidrug transporter EmrE
IEKICEID_00952	CDS	1200	sotB		COG2814	Sugar efflux transporter
IEKICEID_00953	CDS	222				hypothetical protein
IEKICEID_00954	CDS	279				hypothetical protein
IEKICEID_00955	CDS	1377	alsT_1		COG1115	Amino-acid carrier protein AlsT
IEKICEID_00956	CDS	882	htpX_1	3.4.24.-	COG0501	Protease HtpX
IEKICEID_00957	CDS	672				hypothetical protein
IEKICEID_00958	CDS	2043	prc	3.4.21.102	COG0793	Tail-specific protease
IEKICEID_00959	CDS	690	proQ		COG3109	RNA chaperone ProQ
IEKICEID_00960	CDS	483	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
IEKICEID_00961	CDS	1227	yebS		COG2995	Intermembrane transport protein YebS
IEKICEID_00962	CDS	2340	yebT		COG3008	Intermembrane transport protein YebT
IEKICEID_00963	CDS	234	yebV			putative protein YebV
IEKICEID_00964	CDS	348				hypothetical protein
IEKICEID_00965	CDS	897	yebZ		COG1276	Inner membrane protein YebZ
IEKICEID_00966	CDS	387	yobA		COG2372	Protein YobA
IEKICEID_00967	CDS	504	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
IEKICEID_00968	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
IEKICEID_00969	CDS	366	yebF			Protein YebF
IEKICEID_00970	CDS	180				hypothetical protein
IEKICEID_00971	CDS	1371	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
IEKICEID_00972	CDS	561	nudL	3.6.1.-		putative Nudix hydrolase NudL
IEKICEID_00973	CDS	1365	sdaA	4.3.1.17	COG1760	L-serine dehydratase 1
IEKICEID_00974	CDS	954	manX_1	2.7.1.191	COG2893	PTS system mannose-specific EIIAB component
IEKICEID_00975	CDS	804	manY		COG3715	PTS system mannose-specific EIIC component
IEKICEID_00976	CDS	852	manZ_1		COG3716	PTS system mannose-specific EIID component
IEKICEID_00977	CDS	459				hypothetical protein
IEKICEID_00978	CDS	582	mntP		COG1971	putative manganese efflux pump MntP
IEKICEID_00979	CDS	825	rlmA	2.1.1.187	COG0500	23S rRNA (guanine(745)-N(1))-methyltransferase
IEKICEID_00980	CDS	471				hypothetical protein
IEKICEID_00981	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
IEKICEID_00982	CDS	1230	lyr	5.1.1.5	COG0787	Lysine racemase
IEKICEID_00983	CDS	1095	ompD_2		COG3203	Outer membrane porin protein OmpD
IEKICEID_00984	CDS	1026	adh	1.1.1.1		Alcohol dehydrogenase
IEKICEID_00985	CDS	921	dmlR_5			HTH-type transcriptional regulator DmlR
IEKICEID_00986	CDS	1578	guaA	6.3.5.2	COG0518	GMP synthase [glutamine-hydrolyzing]
IEKICEID_00987	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
IEKICEID_00988	CDS	1368	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
IEKICEID_00989	CDS	2259				hypothetical protein
IEKICEID_00990	CDS	2133	ptrB	3.4.21.83	COG1770	Protease 2
IEKICEID_00991	CDS	804				hypothetical protein
IEKICEID_00992	CDS	867				hypothetical protein
IEKICEID_00993	CDS	2280	maeB	1.1.1.40	COG0280	NADP-dependent malic enzyme
IEKICEID_00994	CDS	621	liaR		COG2197	Transcriptional regulatory protein LiaR
IEKICEID_00995	CDS	372	yffB		COG1393	Protein YffB
IEKICEID_00996	CDS	1131	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
IEKICEID_00997	CDS	669				hypothetical protein
IEKICEID_00998	CDS	393	ybaN		COG2832	Inner membrane protein YbaN
IEKICEID_00999	CDS	252				hypothetical protein
IEKICEID_01000	CDS	192				hypothetical protein
IEKICEID_01001	CDS	2022	tmcA	2.3.1.193	COG1444	tRNA(Met) cytidine acetyltransferase TmcA
IEKICEID_01002	CDS	453				hypothetical protein
IEKICEID_01003	CDS	426				hypothetical protein
IEKICEID_01004	CDS	582				hypothetical protein
IEKICEID_01005	CDS	705				hypothetical protein
IEKICEID_01006	CDS	864	btuD_5	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
IEKICEID_01007	CDS	822	ecfA1	7.-.-.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA1
IEKICEID_01008	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
IEKICEID_01009	CDS	1053	bamC		COG3317	Outer membrane protein assembly factor BamC
IEKICEID_01010	CDS	909	dapA_3	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IEKICEID_01011	CDS	558	gcvR		COG2716	Glycine cleavage system transcriptional repressor
IEKICEID_01012	CDS	471	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
IEKICEID_01013	CDS	1065				hypothetical protein
IEKICEID_01014	CDS	1464	bepA	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
IEKICEID_01015	CDS	357	yfgD		COG1393	putative protein YfgD
IEKICEID_01016	CDS	615	hda		COG0593	DnaA regulatory inactivator Hda
IEKICEID_01017	CDS	1296	uraA		COG2233	Uracil permease
IEKICEID_01018	CDS	627	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
IEKICEID_01019	CDS	1041	purM	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
IEKICEID_01020	CDS	639	purN	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
IEKICEID_01021	CDS	588	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
IEKICEID_01022	CDS	2070	ppk	2.7.4.1	COG0855	Polyphosphate kinase
IEKICEID_01023	CDS	1530	ppx	3.6.1.11	COG0248	Exopolyphosphatase
IEKICEID_01024	CDS	1461			COG2239	Magnesium transporter MgtE
IEKICEID_01025	CDS	1353	proP_1			Proline/betaine transporter
IEKICEID_01026	CDS	1245	mdtA_1			Multidrug resistance protein MdtA
IEKICEID_01027	CDS	3123	mdtB			Multidrug resistance protein MdtB
IEKICEID_01028	CDS	3102	mdtC_1		COG0841	Multidrug resistance protein MdtC
IEKICEID_01029	CDS	1389	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
IEKICEID_01030	CDS	690	baeR		COG0745	Transcriptional regulatory protein BaeR
IEKICEID_01031	CDS	1386	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
IEKICEID_01032	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
IEKICEID_01033	CDS	798	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
IEKICEID_01034	CDS	867	yjjW	1.97.1.-	COG1180	Putative glycyl-radical enzyme activating enzyme YjjW
IEKICEID_01035	CDS	1557	yjjI			putative protein YjjI
IEKICEID_01036	CDS	576	pagP	2.3.1.251		Lipid A palmitoyltransferase PagP
IEKICEID_01037	CDS	1377	pheP		COG1113	Phenylalanine-specific permease
IEKICEID_01038	CDS	147	mgrB			PhoP/PhoQ regulator MgrB
IEKICEID_01039	CDS	132				hypothetical protein
IEKICEID_01040	CDS	384	soxS			Regulatory protein SoxS
IEKICEID_01041	CDS	813	yidA_1	3.1.3.23	COG0561	Sugar phosphatase YidA
IEKICEID_01042	CDS	900	yddG		COG0697	Aromatic amino acid exporter YddG
IEKICEID_01043	CDS	1461	alsT_2		COG1115	Amino-acid carrier protein AlsT
IEKICEID_01044	CDS	249				hypothetical protein
IEKICEID_01045	CDS	372				hypothetical protein
IEKICEID_01046	CDS	378				hypothetical protein
IEKICEID_01047	CDS	240				hypothetical protein
IEKICEID_01048	CDS	339				hypothetical protein
IEKICEID_01049	CDS	1152	hisC_1	2.6.1.9		Histidinol-phosphate aminotransferase
IEKICEID_01050	CDS	345				hypothetical protein
IEKICEID_01051	CDS	492				hypothetical protein
IEKICEID_01052	CDS	783				hypothetical protein
IEKICEID_01053	CDS	399				hypothetical protein
IEKICEID_01054	CDS	339	ydgC		COG3136	Inner membrane protein YdgC
IEKICEID_01055	CDS	1668	tsr_2		COG0840	Methyl-accepting chemotaxis protein I
IEKICEID_01056	CDS	843				hypothetical protein
IEKICEID_01057	CDS	390				hypothetical protein
IEKICEID_01058	CDS	1026	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
IEKICEID_01059	CDS	210				hypothetical protein
IEKICEID_01060	CDS	219				hypothetical protein
IEKICEID_01061	CDS	888	yddE_2	5.1.-.-	COG0384	putative isomerase YddE
IEKICEID_01062	CDS	759	tam_1	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
IEKICEID_01063	CDS	357				hypothetical protein
IEKICEID_01064	CDS	396				hypothetical protein
IEKICEID_01065	CDS	324				hypothetical protein
IEKICEID_01066	CDS	771	hmuV_1	3.6.3.-		Hemin import ATP-binding protein HmuV
IEKICEID_01067	CDS	990	hmuU_2		COG0609	Hemin transport system permease protein HmuU
IEKICEID_01068	CDS	624				hypothetical protein
IEKICEID_01069	CDS	495	hutX		COG3721	Intracellular heme transport protein HutX
IEKICEID_01070	CDS	1335	chuW	2.1.1.342		Anaerobilin synthase
IEKICEID_01071	CDS	855	hmuT_1		COG4558	Hemin-binding periplasmic protein HmuT
IEKICEID_01072	CDS	2151	btuB_2			Vitamin B12 transporter BtuB
IEKICEID_01073	CDS	483	bsaA			Glutathione peroxidase BsaA
IEKICEID_01074	CDS	621	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
IEKICEID_01075	CDS	258				hypothetical protein
IEKICEID_01076	CDS	444				hypothetical protein
IEKICEID_01077	CDS	435				hypothetical protein
IEKICEID_01078	CDS	153	icd_1	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IEKICEID_01079	CDS	906				hypothetical protein
IEKICEID_01080	CDS	711				hypothetical protein
IEKICEID_01081	CDS	105				hypothetical protein
IEKICEID_01082	CDS	2397				hypothetical protein
IEKICEID_01083	CDS	1263	umuC		COG0389	Protein UmuC
IEKICEID_01084	CDS	417	umuD	3.4.21.-	COG1974	Protein UmuD
IEKICEID_01085	CDS	1887				hypothetical protein
IEKICEID_01086	CDS	297				hypothetical protein
IEKICEID_01087	CDS	972				hypothetical protein
IEKICEID_01088	CDS	648				hypothetical protein
IEKICEID_01089	CDS	564				hypothetical protein
IEKICEID_01090	CDS	339				hypothetical protein
IEKICEID_01091	CDS	1194				hypothetical protein
IEKICEID_01092	CDS	120				hypothetical protein
IEKICEID_01093	CDS	261	imm			Colicin-E9 immunity protein
IEKICEID_01094	CDS	663				hypothetical protein
IEKICEID_01095	CDS	153	icd_2	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IEKICEID_01096	CDS	201				hypothetical protein
IEKICEID_01097	CDS	195				hypothetical protein
IEKICEID_01098	CDS	411	psiE_2		COG3223	Protein PsiE
IEKICEID_01099	tRNA	78				tRNA-Val(gac)
IEKICEID_01100	CDS	156				hypothetical protein
IEKICEID_01101	CDS	213	cspA		COG1278	Cold shock protein CspA
IEKICEID_01102	CDS	207				hypothetical protein
IEKICEID_01103	CDS	924	lpxP_1	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
IEKICEID_01104	CDS	1500				hypothetical protein
IEKICEID_01105	CDS	4701				hypothetical protein
IEKICEID_01106	CDS	597				hypothetical protein
IEKICEID_01107	CDS	711				hypothetical protein
IEKICEID_01108	CDS	744				hypothetical protein
IEKICEID_01109	CDS	345				hypothetical protein
IEKICEID_01110	CDS	513				hypothetical protein
IEKICEID_01111	CDS	270				hypothetical protein
IEKICEID_01112	CDS	3519				hypothetical protein
IEKICEID_01113	CDS	276				hypothetical protein
IEKICEID_01114	CDS	459				hypothetical protein
IEKICEID_01115	CDS	600				hypothetical protein
IEKICEID_01116	CDS	312				hypothetical protein
IEKICEID_01117	CDS	216				hypothetical protein
IEKICEID_01118	CDS	237				hypothetical protein
IEKICEID_01119	CDS	315				hypothetical protein
IEKICEID_01120	CDS	660				hypothetical protein
IEKICEID_01121	CDS	402				hypothetical protein
