locus_tag	ftype	length_bp	gene	EC_number	COG	product
MPKLEMIK_00693	CDS	2634	yebT		COG3008	Intermembrane transport protein YebT
MPKLEMIK_00694	CDS	1389	rsmF	2.1.1.178	COG0144	Ribosomal RNA small subunit methyltransferase F
MPKLEMIK_00695	CDS	240	yebV			putative protein YebV
MPKLEMIK_00696	CDS	192				hypothetical protein
MPKLEMIK_00697	CDS	654	pphA	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 1
MPKLEMIK_00698	CDS	1011			COG2990	putative protein
MPKLEMIK_00699	CDS	339				hypothetical protein
MPKLEMIK_00700	CDS	870	yebZ		COG1276	Inner membrane protein YebZ
MPKLEMIK_00701	CDS	375	yobA		COG2372	Protein YobA
MPKLEMIK_00702	CDS	231	holE	2.7.7.7		DNA polymerase III subunit theta
MPKLEMIK_00703	CDS	660	exoX	3.1.11.-	COG0847	Exodeoxyribonuclease 10
MPKLEMIK_00704	CDS	2028	ptrB	3.4.21.83	COG1770	Protease 2
MPKLEMIK_00705	CDS	660	yebE		COG2979	Inner membrane protein YebE
MPKLEMIK_00706	CDS	348				hypothetical protein
MPKLEMIK_00707	CDS	1179	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
MPKLEMIK_00708	CDS	642	eda		COG0800	KHG/KDPG aldolase
MPKLEMIK_00709	CDS	1812	edd	4.2.1.12	COG0129	Phosphogluconate dehydratase
MPKLEMIK_00710	CDS	1476	zwf	1.1.1.49	COG0364	Glucose-6-phosphate 1-dehydrogenase
MPKLEMIK_00711	CDS	888	hexR_2		COG1737	HTH-type transcriptional regulator HexR
MPKLEMIK_00712	CDS	1443	pykA	2.7.1.40	COG0469	Pyruvate kinase II
MPKLEMIK_00713	CDS	975	lpxM	2.3.1.243	COG1560	Lipid A biosynthesis myristoyltransferase
MPKLEMIK_00714	CDS	1320	mepM_1	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
MPKLEMIK_00715	CDS	945	znuA		COG4531	High-affinity zinc uptake system protein ZnuA
MPKLEMIK_00716	CDS	753	znuC	7.2.2.-	COG1121	Zinc import ATP-binding protein ZnuC
MPKLEMIK_00717	CDS	786	znuB		COG1108	High-affinity zinc uptake system membrane protein ZnuB
MPKLEMIK_00718	CDS	1011	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
MPKLEMIK_00719	CDS	612	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
MPKLEMIK_00720	CDS	522	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
MPKLEMIK_00721	CDS	741	yebC		COG0217	putative transcriptional regulatory protein YebC
MPKLEMIK_00722	CDS	444	nudB	3.6.1.67	COG0494	Dihydroneopterin triphosphate diphosphatase
MPKLEMIK_00723	CDS	1788	aspS	6.1.1.12	COG0173	Aspartate--tRNA ligase
MPKLEMIK_00724	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
MPKLEMIK_00725	CDS	819				hypothetical protein
MPKLEMIK_00726	CDS	396	yecN		COG3788	Inner membrane protein YecN
MPKLEMIK_00727	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
MPKLEMIK_00728	CDS	1005	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
MPKLEMIK_00729	CDS	744	cutC_1		COG3142	Copper homeostasis protein CutC
MPKLEMIK_00730	CDS	570	yecM		COG3102	Protein YecM
MPKLEMIK_00731	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
MPKLEMIK_00732	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
MPKLEMIK_00733	CDS	1584	yagG_1		COG2211	Putative glycoside/cation symporter YagG
MPKLEMIK_00734	CDS	429	uspC		COG0589	Universal stress protein C
MPKLEMIK_00735	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
MPKLEMIK_00736	CDS	789	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
MPKLEMIK_00737	CDS	981	araH		COG1172	L-arabinose transport system permease protein AraH
MPKLEMIK_00738	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
MPKLEMIK_00739	CDS	981	araF		COG1879	L-arabinose-binding periplasmic protein
MPKLEMIK_00740	CDS	510	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
MPKLEMIK_00741	CDS	1563	yagG_2		COG2211	Putative glycoside/cation symporter YagG
MPKLEMIK_00742	CDS	252				hypothetical protein
MPKLEMIK_00743	CDS	1422	hsrA_1			putative transport protein HsrA
MPKLEMIK_00744	CDS	639				hypothetical protein
MPKLEMIK_00745	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
MPKLEMIK_00746	CDS	240				hypothetical protein
MPKLEMIK_00747	CDS	1143	tyrP		COG0814	Tyrosine-specific transport protein
MPKLEMIK_00748	CDS	669				hypothetical protein
MPKLEMIK_00749	CDS	900				hypothetical protein
MPKLEMIK_00750	CDS	369				hypothetical protein
MPKLEMIK_00751	CDS	585				hypothetical protein
MPKLEMIK_00752	CDS	642				hypothetical protein
MPKLEMIK_00753	CDS	459				hypothetical protein
MPKLEMIK_00754	CDS	396				hypothetical protein
MPKLEMIK_00755	CDS	552				hypothetical protein
MPKLEMIK_00756	CDS	282				hypothetical protein
MPKLEMIK_00757	CDS	201				hypothetical protein
MPKLEMIK_00758	CDS	498				hypothetical protein
MPKLEMIK_00759	CDS	861				hypothetical protein
MPKLEMIK_00760	CDS	1050				hypothetical protein
MPKLEMIK_00761	CDS	834				hypothetical protein
MPKLEMIK_00762	CDS	1722				hypothetical protein
MPKLEMIK_00763	CDS	1035				hypothetical protein
MPKLEMIK_00764	CDS	759				hypothetical protein
MPKLEMIK_00765	CDS	696				hypothetical protein
MPKLEMIK_00766	CDS	558				hypothetical protein
MPKLEMIK_00767	CDS	1860				hypothetical protein
MPKLEMIK_00768	CDS	741				hypothetical protein
MPKLEMIK_00769	CDS	330				hypothetical protein
MPKLEMIK_00770	CDS	162				hypothetical protein
MPKLEMIK_00771	CDS	153				hypothetical protein
MPKLEMIK_00772	CDS	174				hypothetical protein
MPKLEMIK_00773	CDS	969	dam_2	2.1.1.72	COG0338	DNA adenine methylase
MPKLEMIK_00774	CDS	579				hypothetical protein
MPKLEMIK_00775	CDS	225				hypothetical protein
MPKLEMIK_00776	CDS	273				hypothetical protein
MPKLEMIK_00777	CDS	387				hypothetical protein
MPKLEMIK_00778	CDS	264				hypothetical protein
MPKLEMIK_00779	CDS	117				hypothetical protein
MPKLEMIK_00780	CDS	333				hypothetical protein
MPKLEMIK_00781	CDS	303				hypothetical protein
MPKLEMIK_00782	CDS	1008	xerC_1			Tyrosine recombinase XerC
MPKLEMIK_00783	CDS	1248	agp_1	3.1.3.10		Glucose-1-phosphatase
MPKLEMIK_00784	CDS	450				hypothetical protein
MPKLEMIK_00785	CDS	816				hypothetical protein
MPKLEMIK_00786	CDS	222				hypothetical protein
MPKLEMIK_00787	CDS	123				hypothetical protein
MPKLEMIK_00788	CDS	1392	puuP		COG0531	Putrescine importer PuuP
MPKLEMIK_00789	CDS	1422	puuA	6.3.1.11	COG0174	Gamma-glutamylputrescine synthetase PuuA
MPKLEMIK_00790	CDS	765	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
MPKLEMIK_00791	CDS	558	puuR			HTH-type transcriptional regulator PuuR
MPKLEMIK_00792	CDS	1488	puuC	1.2.1.5	COG1012	NADP/NAD-dependent aldehyde dehydrogenase PuuC
MPKLEMIK_00793	CDS	1281	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
MPKLEMIK_00794	CDS	942	dmlR_2			HTH-type transcriptional regulator DmlR
MPKLEMIK_00795	CDS	1086	dmlA	1.1.1.83	COG0473	D-malate dehydrogenase [decarboxylating]
MPKLEMIK_00796	CDS	1608	caiT		COG1292	L-carnitine/gamma-butyrobetaine antiporter
MPKLEMIK_00797	CDS	1125	yeaW	1.14.13.239	COG4638	Carnitine monooxygenase oxygenase subunit
MPKLEMIK_00798	CDS	1449	gabD_1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] GabD
MPKLEMIK_00799	CDS	966	yeaX_1	1.14.13.239	COG1018	Carnitine monooxygenase reductase subunit
MPKLEMIK_00800	CDS	189				hypothetical protein
MPKLEMIK_00801	CDS	1146	pdeG	3.1.4.52		putative cyclic di-GMP phosphodiesterase PdeG
MPKLEMIK_00802	tRNA	88				tRNA-Ser(tga)
MPKLEMIK_00803	CDS	1602	oppA_1		COG4166	Periplasmic oligopeptide-binding protein
MPKLEMIK_00804	CDS	660	yccA		COG0670	Modulator of FtsH protease YccA
MPKLEMIK_00805	CDS	330	tusE	2.8.1.-	COG2920	Sulfurtransferase TusE
MPKLEMIK_00806	CDS	282	yccX	3.6.1.7	COG1254	Acylphosphatase
MPKLEMIK_00807	CDS	789	appY		COG2207	HTH-type transcriptional regulator AppY
MPKLEMIK_00808	CDS	555				hypothetical protein
MPKLEMIK_00809	CDS	1203	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
MPKLEMIK_00810	CDS	318	hspQ		COG3785	Heat shock protein HspQ
MPKLEMIK_00811	CDS	414	yccU		COG1832	putative protein YccU
MPKLEMIK_00812	CDS	474	mgsA	4.2.3.3	COG1803	Methylglyoxal synthase
MPKLEMIK_00813	CDS	2055	helD	3.6.4.12	COG0210	DNA helicase IV
MPKLEMIK_00814	CDS	447	yccF		COG3304	Inner membrane protein YccF
MPKLEMIK_00815	CDS	2136	yccS		COG1289	Inner membrane protein YccS
MPKLEMIK_00816	CDS	597	sxy		COG3070	Protein Sxy
MPKLEMIK_00817	CDS	510	sulA		COG5404	Cell division inhibitor SulA
MPKLEMIK_00818	CDS	1071	ompA_1		COG2885	Outer membrane protein A
MPKLEMIK_00819	CDS	453	matP		COG3120	Macrodomain Ter protein
MPKLEMIK_00820	CDS	1758	lon_1	3.4.21.53		Lon protease
MPKLEMIK_00821	CDS	519	fabA	4.2.1.59	COG0764	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
MPKLEMIK_00822	CDS	564	pqiC		COG3009	Intermembrane transport lipoprotein PqiC
MPKLEMIK_00823	CDS	1641	pqiB		COG3008	Intermembrane transport protein PqiB
MPKLEMIK_00824	CDS	1269	pqiA		COG2995	Intermembrane transport protein PqiA
MPKLEMIK_00825	CDS	1908	uup		COG0488	ABC transporter ATP-binding protein uup
MPKLEMIK_00826	CDS	2106	rlmL		COG0116	Ribosomal RNA large subunit methyltransferase K/L
MPKLEMIK_00827	CDS	1110	ycbX		COG0633	putative protein YcbX
MPKLEMIK_00828	CDS	543	zapC			Cell division protein ZapC
MPKLEMIK_00829	CDS	1011	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
MPKLEMIK_00830	CDS	576	ssuE	1.5.1.38	COG0431	FMN reductase (NADPH)
MPKLEMIK_00831	CDS	963	ssuA_1			Putative aliphatic sulfonates-binding protein
MPKLEMIK_00832	CDS	1146	ssuD	1.14.14.5	COG2141	Alkanesulfonate monooxygenase
MPKLEMIK_00833	CDS	792	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
MPKLEMIK_00834	CDS	774	ssuB_1	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
MPKLEMIK_00835	CDS	2616	pepN	3.4.11.2	COG0308	Aminopeptidase N
MPKLEMIK_00836	CDS	1239	pncB	6.3.4.21	COG1488	Nicotinate phosphoribosyltransferase
MPKLEMIK_00837	CDS	1167	hipO_1	3.5.1.32	COG1473	Hippurate hydrolase
MPKLEMIK_00838	CDS	1239	amaB_2	3.5.1.87		N-carbamoyl-L-amino acid hydrolase
MPKLEMIK_00839	CDS	1290	sdaC_1		COG0814	Serine transporter
MPKLEMIK_00840	CDS	1212	dpaL	4.3.1.15	COG1171	Diaminopropionate ammonia-lyase
MPKLEMIK_00841	CDS	465	lrp_2		COG1522	Leucine-responsive regulatory protein
MPKLEMIK_00842	CDS	1401	asnS	6.1.1.22	COG0017	Asparagine--tRNA ligase
MPKLEMIK_00843	CDS	1080	yedS		COG3203	Outer membrane protein YedS
MPKLEMIK_00844	CDS	1191	aspC	2.6.1.1	COG1448	Aspartate aminotransferase
MPKLEMIK_00845	CDS	648	gloC	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloC
MPKLEMIK_00846	CDS	636				hypothetical protein
MPKLEMIK_00847	CDS	216				hypothetical protein
MPKLEMIK_00848	CDS	1734	ycbB	2.-.-.-	COG2989	putative L,D-transpeptidase YcbB
MPKLEMIK_00849	CDS	4449	mukB		COG3096	Chromosome partition protein MukB
MPKLEMIK_00850	CDS	705	mukE		COG3095	Chromosome partition protein MukE
MPKLEMIK_00851	CDS	1323	mukF		COG3006	Chromosome partition protein MukF
MPKLEMIK_00852	CDS	801	cmoM	2.1.1.-	COG0500	tRNA 5-carboxymethoxyuridine methyltransferase
MPKLEMIK_00853	CDS	780				hypothetical protein
MPKLEMIK_00854	CDS	894				hypothetical protein
MPKLEMIK_00855	CDS	747	kdsB	2.7.7.38	COG1212	3-deoxy-manno-octulosonate cytidylyltransferase
MPKLEMIK_00856	CDS	183				hypothetical protein
MPKLEMIK_00857	CDS	1230				hypothetical protein
MPKLEMIK_00858	CDS	981	lpxK	2.7.1.130	COG1663	Tetraacyldisaccharide 4'-kinase
MPKLEMIK_00859	CDS	1749	msbA_1	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MPKLEMIK_00860	CDS	2265				hypothetical protein
MPKLEMIK_00861	CDS	288	ihfB		COG0776	Integration host factor subunit beta
MPKLEMIK_00862	CDS	1674	rpsA		COG0539	30S ribosomal protein S1
MPKLEMIK_00863	CDS	684	cmk	2.7.4.25	COG0283	Cytidylate kinase
MPKLEMIK_00864	CDS	1284	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MPKLEMIK_00865	CDS	1089	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
MPKLEMIK_00866	CDS	693				hypothetical protein
MPKLEMIK_00867	CDS	1761	ycaO		COG1944	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
MPKLEMIK_00868	CDS	858	focA		COG2116	putative formate transporter 1
MPKLEMIK_00869	CDS	2283	pflB	2.3.1.54	COG1882	Formate acetyltransferase 1
MPKLEMIK_00870	CDS	741	pflA	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
MPKLEMIK_00871	CDS	1149	ycaD_1			putative MFS-type transporter YcaD
MPKLEMIK_00872	CDS	864	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
MPKLEMIK_00873	CDS	462	yjaB	2.3.1.-	COG0454	Peptidyl-lysine N-acetyltransferase YjaB
MPKLEMIK_00874	CDS	930	metAS	2.3.1.46	COG1897	Homoserine O-succinyltransferase
MPKLEMIK_00875	CDS	1602	aceB	2.3.3.9	COG2225	Malate synthase A
MPKLEMIK_00876	CDS	1320	aceA	4.1.3.1	COG2224	Isocitrate lyase
MPKLEMIK_00877	CDS	1785	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
MPKLEMIK_00878	CDS	831	iclR		COG1414	Transcriptional repressor IclR
MPKLEMIK_00879	CDS	3684	metH	2.1.1.13	COG0646	Methionine synthase
MPKLEMIK_00880	CDS	1632				hypothetical protein
MPKLEMIK_00881	CDS	690	pepE	3.4.13.21	COG3340	Peptidase E
MPKLEMIK_00882	CDS	876	rluF	5.4.99.-	COG1187	Dual-specificity RNA pseudouridine synthase RluF
MPKLEMIK_00883	CDS	273				hypothetical protein
MPKLEMIK_00884	CDS	930	panS		COG0385	Pantothenate precursors transporter PanS
MPKLEMIK_00885	CDS	1350	lysC	2.7.2.4	COG0527	Lysine-sensitive aspartokinase 3
MPKLEMIK_00886	CDS	1650	pgi	5.3.1.9	COG0166	Glucose-6-phosphate isomerase
MPKLEMIK_00887	CDS	456	lpxD_1	2.3.1.191		UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
MPKLEMIK_00888	CDS	510				hypothetical protein
MPKLEMIK_00889	CDS	381	ridA_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MPKLEMIK_00890	CDS	321				hypothetical protein
MPKLEMIK_00891	CDS	741	ygaZ_1		COG1296	Inner membrane protein YgaZ
MPKLEMIK_00892	CDS	1278				hypothetical protein
MPKLEMIK_00893	CDS	411	psiE		COG3223	Protein PsiE
MPKLEMIK_00894	CDS	891	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
MPKLEMIK_00895	CDS	1545	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
MPKLEMIK_00896	CDS	1191	malE		COG2182	Maltose/maltodextrin-binding periplasmic protein
MPKLEMIK_00897	CDS	1110	malK_1	7.5.2.1	COG3839	Maltose/maltodextrin import ATP-binding protein MalK
MPKLEMIK_00898	CDS	1299	lamB_1		COG4580	Maltoporin
MPKLEMIK_00899	CDS	924				hypothetical protein
MPKLEMIK_00900	CDS	498	ubiC	4.1.3.40	COG3161	Chorismate pyruvate-lyase
MPKLEMIK_00901	CDS	867	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
MPKLEMIK_00902	CDS	2424	plsB	2.3.1.15	COG2937	Glycerol-3-phosphate acyltransferase
MPKLEMIK_00903	CDS	369	dgkA	2.7.1.107	COG0818	Diacylglycerol kinase
MPKLEMIK_00904	CDS	609	lexA	3.4.21.88	COG1974	LexA repressor
MPKLEMIK_00905	CDS	1317	dinF		COG0534	DNA damage-inducible protein F
MPKLEMIK_00906	CDS	210				hypothetical protein
MPKLEMIK_00907	CDS	516	zur		COG0735	Zinc uptake regulation protein
MPKLEMIK_00908	CDS	489				hypothetical protein
MPKLEMIK_00909	CDS	942	dusA	1.3.1.-	COG0042	tRNA-dihydrouridine(20/20a) synthase
MPKLEMIK_00910	CDS	243	pspG			Phage shock protein G
MPKLEMIK_00911	CDS	984	qorA	1.6.5.5	COG0604	Quinone oxidoreductase 1
MPKLEMIK_00912	CDS	1416	dnaB	3.6.4.12	COG0305	Replicative DNA helicase
MPKLEMIK_00913	CDS	1080	alr	5.1.1.1	COG0787	Alanine racemase, biosynthetic
MPKLEMIK_00914	CDS	1194	tyrB_3	2.6.1.5	COG1448	Tyrosine aminotransferase
MPKLEMIK_00915	CDS	714	aphA	3.1.3.2	COG3700	Class B acid phosphatase
MPKLEMIK_00916	CDS	417				hypothetical protein
MPKLEMIK_00917	CDS	357	yjbR		COG2315	putative protein YjbR
MPKLEMIK_00918	CDS	2826	uvrA		COG0178	UvrABC system protein A
MPKLEMIK_00919	CDS	525	ssb_1		COG0629	Single-stranded DNA-binding protein
MPKLEMIK_00920	CDS	1581	mltF_1	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
MPKLEMIK_00921	CDS	2259	fepA_1		COG4771	Ferrienterobactin receptor
MPKLEMIK_00922	CDS	369	soxS_1			Regulatory protein SoxS
MPKLEMIK_00923	CDS	1761		3.1.1.102		Mono(2-hydroxyethyl) terephthalate hydrolase
MPKLEMIK_00924	CDS	2424	bamA_1		COG4775	Outer membrane protein assembly factor BamA
MPKLEMIK_00925	CDS	354	iraM			Anti-adapter protein IraM
MPKLEMIK_00926	CDS	762	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
MPKLEMIK_00927	CDS	1014	ccpA_2		COG1609	Catabolite control protein A
MPKLEMIK_00928	CDS	771	rbn_1	3.1.26.11		Ribonuclease BN
MPKLEMIK_00929	CDS	1032	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MPKLEMIK_00930	CDS	1140				hypothetical protein
MPKLEMIK_00931	CDS	834				hypothetical protein
MPKLEMIK_00932	CDS	858				hypothetical protein
MPKLEMIK_00933	CDS	282				hypothetical protein
MPKLEMIK_00934	CDS	1605	pdeC_1	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeC
MPKLEMIK_00935	CDS	330	soxS_2			Regulatory protein SoxS
MPKLEMIK_00936	CDS	459	soxR		COG0789	Redox-sensitive transcriptional activator SoxR
MPKLEMIK_00937	CDS	669				hypothetical protein
MPKLEMIK_00938	CDS	1350	ghxP		COG2252	Guanine/hypoxanthine permease GhxP
MPKLEMIK_00939	CDS	1647	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
MPKLEMIK_00940	CDS	882	oxyR_1			Hydrogen peroxide-inducible genes activator
MPKLEMIK_00941	CDS	408	cidA			Holin-like protein CidA
MPKLEMIK_00942	CDS	690	yohK_1		COG1346	Inner membrane protein YohK
MPKLEMIK_00943	CDS	540	ycbV		COG3539	putative fimbrial-like protein YcbV
MPKLEMIK_00944	CDS	690	lpfB_1			putative fimbrial chaperone LpfB
MPKLEMIK_00945	CDS	2580	fimD_3		COG3188	Outer membrane usher protein FimD
MPKLEMIK_00946	CDS	549				hypothetical protein
MPKLEMIK_00947	CDS	1098				hypothetical protein
MPKLEMIK_00948	CDS	1656	actP		COG4147	Cation/acetate symporter ActP
MPKLEMIK_00949	CDS	312	yjcH		COG3162	Inner membrane protein YjcH
MPKLEMIK_00950	CDS	1959	acs	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
MPKLEMIK_00951	CDS	1314	gltP		COG1301	Proton/glutamate-aspartate symporter
MPKLEMIK_00952	CDS	687				hypothetical protein
MPKLEMIK_00953	CDS	1680	fdhF_1	1.17.1.9	COG0243	Formate dehydrogenase H
MPKLEMIK_00954	CDS	420	fdhF_2	1.17.1.9	COG0243	Formate dehydrogenase H
MPKLEMIK_00955	CDS	729	ompR_1			Transcriptional regulatory protein OmpR
MPKLEMIK_00956	CDS	759				hypothetical protein
MPKLEMIK_00957	CDS	918				hypothetical protein
MPKLEMIK_00958	CDS	1008	rbsK_2	2.7.1.15	COG0524	Ribokinase
MPKLEMIK_00959	CDS	942	rbsB_1		COG1879	Ribose import binding protein RbsB
MPKLEMIK_00960	CDS	999	rbsC_1		COG1172	Ribose import permease protein RbsC
MPKLEMIK_00961	CDS	1521	rbsA_1	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
MPKLEMIK_00962	CDS	2286	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
MPKLEMIK_00963	CDS	369				hypothetical protein
MPKLEMIK_00964	CDS	759	phnP	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
MPKLEMIK_00965	CDS	564	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
MPKLEMIK_00966	CDS	1137	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
MPKLEMIK_00967	CDS	681	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
MPKLEMIK_00968	CDS	759	phnK		COG4107	Putative phosphonates utilization ATP-binding protein PhnK
MPKLEMIK_00969	CDS	849	phnJ	4.7.1.1	COG3627	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase
MPKLEMIK_00970	CDS	1065	phnI	2.7.8.37	COG3626	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI
MPKLEMIK_00971	CDS	585	phnH	2.7.8.37	COG3625	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH
MPKLEMIK_00972	CDS	453	phnG	2.7.8.37	COG3624	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG
MPKLEMIK_00973	CDS	726	phnF		COG2188	putative transcriptional regulator PhnF
MPKLEMIK_00974	CDS	435				hypothetical protein
MPKLEMIK_00975	CDS	336				hypothetical protein
MPKLEMIK_00976	CDS	1503	proP_1			Proline/betaine transporter
MPKLEMIK_00977	CDS	939	melR			Melibiose operon regulatory protein
MPKLEMIK_00978	CDS	1353	melA	3.2.1.22	COG1486	Alpha-galactosidase
MPKLEMIK_00979	CDS	1404	melB		COG2211	Melibiose carrier protein
MPKLEMIK_00980	CDS	957	parM			Plasmid segregation protein ParM
MPKLEMIK_00981	CDS	372				hypothetical protein
MPKLEMIK_00982	CDS	759	loiP	3.4.24.-	COG0501	Metalloprotease LoiP
MPKLEMIK_00983	CDS	1269	oprD	3.4.21.-		Porin D
MPKLEMIK_00984	CDS	1641	ilvB_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 1 large subunit
MPKLEMIK_00985	CDS	1470	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
MPKLEMIK_00986	CDS	765	nadX	1.4.1.21	COG1712	L-aspartate dehydrogenase
MPKLEMIK_00987	CDS	795	baiA1	1.1.1.395		3alpha-hydroxy bile acid-CoA-ester 3-dehydrogenase 1/3
MPKLEMIK_00988	CDS	771	menH_1	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
MPKLEMIK_00989	CDS	531				hypothetical protein
MPKLEMIK_00990	CDS	1257	sauU			putative sulfoacetate transporter SauU
MPKLEMIK_00991	CDS	1197	cmtAa	1.18.1.3	COG0446	p-cumate 2,3-dioxygenase system, ferredoxin--NAD(+) reductase component
MPKLEMIK_00992	CDS	927				hypothetical protein
MPKLEMIK_00993	CDS	789	xynR		COG1414	HTH-type transcriptional regulator XynR
MPKLEMIK_00994	CDS	750	pldh-t	1.1.1.107		Pyridoxal 4-dehydrogenase
MPKLEMIK_00995	CDS	1023				hypothetical protein
MPKLEMIK_00996	CDS	309				hypothetical protein
MPKLEMIK_00997	CDS	324	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
MPKLEMIK_00998	CDS	1221	lgoT_2			putative L-galactonate transporter
MPKLEMIK_00999	CDS	921	speB	3.5.3.11	COG0010	Agmatinase
MPKLEMIK_01000	CDS	1977	speA	4.1.1.19	COG1166	Biosynthetic arginine decarboxylase
MPKLEMIK_01001	CDS	1155	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
MPKLEMIK_01002	CDS	1395	galP			Galactose-proton symporter
MPKLEMIK_01003	CDS	459	sprT			Protein SprT
MPKLEMIK_01004	CDS	708	endA	3.1.21.1	COG2356	Endonuclease-1
MPKLEMIK_01005	CDS	732	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
MPKLEMIK_01006	CDS	951	gshB	6.3.2.3	COG0189	Glutathione synthetase
MPKLEMIK_01007	CDS	564				hypothetical protein
MPKLEMIK_01008	CDS	420	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MPKLEMIK_01009	CDS	654	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
MPKLEMIK_01010	CDS	981	yggR		COG2805	putative protein YggR
MPKLEMIK_01011	CDS	702	yggS		COG0325	Pyridoxal phosphate homeostasis protein
MPKLEMIK_01012	CDS	567				hypothetical protein
MPKLEMIK_01013	CDS	291				hypothetical protein
MPKLEMIK_01014	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
MPKLEMIK_01015	CDS	1140	hemW		COG0635	Heme chaperone HemW
MPKLEMIK_01016	CDS	1047	xylF_1		COG4213	D-xylose-binding periplasmic protein
MPKLEMIK_01017	CDS	810	frcA	7.5.2.-	COG1129	Fructose import ATP-binding protein FrcA
MPKLEMIK_01018	CDS	1248	xylH_1		COG4214	Xylose transport system permease protein XylH
MPKLEMIK_01019	CDS	717				hypothetical protein
MPKLEMIK_01020	CDS	327			COG3171	putative protein
